category,cumulative_weeks_in_top_10,weekly_hours_viewed,season_title,weekly_rank,show_title,date_added,week
TV (Non-English),13,13310000,Hometown Cha-Cha-Cha: Season 1,6,Hometown Cha-Cha-Cha,2022-01-04,2021-11-28
Films (Non-English),1,2380000,null,7,Amandla,2022-01-25,2022-01-23
TV (Non-English),4,9410000,Elite: Season 4,7,Elite,2022-01-04,2021-07-25
TV (Non-English),14,11560000,Hometown Cha-Cha-Cha: Season 1,10,Hometown Cha-Cha-Cha,2022-01-04,2021-12-05
TV (English),2,16690000,The Sinner: Season 4: Percy,10,The Sinner,2022-02-08,2022-02-06
Films (English),2,37400000,null,1,Kate,2022-01-04,2021-09-19
TV (English),1,18730000,A Tale Dark & Grimm: Season 1,7,A Tale Dark & Grimm,2022-01-04,2021-10-17
TV (English),1,77310000,Inventing Anna: Limited Series,1,Inventing Anna,2022-02-15,2022-02-13
TV (English),3,129280000,Maid: Limited Series,2,Maid,2022-01-04,2021-10-17
TV (Non-English),1,22710000,Money Heist: Part 1,2,Money Heist,2022-01-04,2021-09-05
Films (English),1,7680000,null,10,Goosebumps 2: Haunted Halloween,2022-01-04,2021-11-21
Films (Non-English),1,17710000,null,2,The Pirates: The Last Royal Treasure,2022-03-09,2022-03-06
Films (English),1,3440000,null,9,Street Kings,2022-01-04,2021-10-24
TV (Non-English),1,21730000,El marginal: Season 4,2,El marginal,2022-01-25,2022-01-23
Films (English),3,5460000,null,9,The Power of the Dog,2022-02-15,2022-02-13
Films (Non-English),11,1690000,null,8,Blood Red Sky,2022-02-01,2022-01-30
Films (Non-English),1,4440000,null,5,Photocopier,2022-01-18,2022-01-16
TV (Non-English),2,16290000,Love Is Blind: Brazil: Season 1,5,Love Is Blind: Brazil,2022-01-04,2021-10-24
Films (English),3,21240000,null,3,Love Hard,2022-01-04,2021-11-21
TV (Non-English),8,16650000,The King's Affection: Season 1,5,The King's Affection,2022-01-04,2021-12-12
Films (English),2,11630000,null,8,A California Christmas: City Lights,2022-01-04,2021-12-26
Films (Non-English),2,8210000,null,3,Just Short of Perfect,2022-01-04,2021-11-28
TV (English),1,15150000,Monsters Inside: The 24 Faces of Billy Milligan: Limited Series,8,Monsters Inside: The 24 Faces of Billy Milligan,2022-01-04,2021-09-26
TV (Non-English),4,19410000,The Five Juanas: Season 1,4,The Five Juanas,2022-01-04,2021-10-31
Films (Non-English),1,3290000,null,7,Sputnik,2022-01-04,2021-08-22
TV (English),4,77590000,Inventing Anna: Limited Series,2,Inventing Anna,2022-03-09,2022-03-06
Films (Non-English),3,2450000,null,9,David and the Elves,2022-01-04,2021-12-26
TV (English),1,15240000,Lost in Space: Season 2,5,Lost in Space,2022-01-04,2021-12-12
TV (English),2,9360000,PAW Patrol: Season 6,8,PAW Patrol,2022-01-04,2021-12-26
Films (English),2,7840000,null,9,The Christmas Chronicles: Part Two,2022-01-04,2021-12-19
TV (Non-English),1,10200000,Elite: Season 3,7,Elite,2022-01-04,2021-07-04
Films (English),3,5840000,null,8,Brazen,2022-02-01,2022-01-30
Films (Non-English),2,2630000,null,5,Lost Bullet,2022-02-01,2022-01-30
TV (Non-English),1,124790000,All of Us Are Dead: Season 1,1,All of Us Are Dead,2022-02-01,2022-01-30
Films (Non-English),2,6010000,null,7,More the Merrier,2022-01-04,2021-12-12
TV (English),2,20700000,Cheer: Season 2,9,Cheer,2022-01-25,2022-01-23
Films (English),1,29730000,null,2,Mother/Android,2022-01-11,2022-01-09
Films (Non-English),1,5300000,null,4,Chandigarh Kare Aashiqui,2022-01-11,2022-01-09
Films (Non-English),1,2120000,null,7,Lords of Scam,2022-01-04,2021-11-14
Films (English),2,10520000,null,9,Central Intelligence,2022-01-04,2021-11-28
TV (English),6,12860000,Ozark: Season 4 Part 1,7,Ozark,2022-03-01,2022-02-27
Films (Non-English),1,2300000,null,10,Sin Nombre,2022-01-11,2022-01-09
Films (Non-English),1,2650000,null,8,Xtreme,2022-01-04,2021-07-04
TV (English),1,15760000,Another Life: Season 2,9,Another Life,2022-01-04,2021-10-24
Films (English),1,5440000,null,9,Journey 2: The Mysterious Island,2022-01-04,2022-01-02
TV (English),3,14360000,Virgin River: Season 1,9,Virgin River,2022-01-04,2021-07-25
TV (Non-English),1,14650000,Kitz: Season 1,9,Kitz,2022-01-11,2022-01-09
Films (English),1,11730000,null,5,The Shack,2022-01-04,2021-12-19
Films (English),1,13440000,null,6,The Croods,2022-01-04,2021-11-21
TV (English),1,14880000,Sex Education: Season 1,7,Sex Education,2022-01-04,2021-09-19
TV (English),4,25110000,Lucifer: Season 6,4,Lucifer,2022-01-04,2021-10-03
TV (English),2,23850000,Cobra Kai: Season 1,7,Cobra Kai,2022-01-11,2022-01-09
TV (Non-English),5,39980000,The Queen of Flow: Season 2,2,The Queen of Flow,2022-01-04,2021-12-19
TV (English),1,18710000,Heist: Season 1,8,Heist,2022-01-04,2021-07-18
TV (Non-English),8,8010000,"Yo soy Betty, la fea: Season 1",9,"Yo soy Betty, la fea",2022-01-04,2021-12-19
Films (English),3,6450000,null,8,The Secret Life of Pets,2022-01-04,2021-09-05
Films (Non-English),3,2410000,null,9,STAND BY ME Doraemon 2,2022-01-11,2022-01-09
TV (Non-English),3,21450000,"Newly Rich, Newly Poor: Season 1",2,"Newly Rich, Newly Poor",2022-01-04,2021-07-18
TV (Non-English),2,12760000,Carinha de Anjo: Season 1,8,Carinha de Anjo,2022-01-04,2021-10-17
TV (Non-English),14,10000000,Money Heist: Part 5,9,Money Heist,2022-01-25,2022-01-23
TV (Non-English),2,23650000,Dark Desire: Season 1,4,Dark Desire,2022-02-15,2022-02-13
TV (English),1,40080000,The Woman in the House Across the Street from the Girl in the Window: Season 1,2,The Woman in the House Across the Street from the Girl in the Window,2022-02-01,2022-01-30
Films (Non-English),3,8410000,null,2,The Forgotten Battle,2022-01-04,2021-10-31
TV (English),1,29080000,Cheer: Season 2,5,Cheer,2022-01-18,2022-01-16
Films (English),1,26710000,null,3,Afterlife of the Party,2022-01-04,2021-09-05
Films (English),1,16170000,null,3,Back to the Outback,2022-01-04,2021-12-12
Films (English),2,8810000,null,6,This Little Love of Mine,2022-01-04,2021-07-18
Films (Non-English),2,11470000,null,1,The Swarm,2022-01-04,2021-08-15
Films (English),5,11340000,null,5,The Unforgivable,2022-01-11,2022-01-09
TV (Non-English),4,21830000,Money Heist: Part 5,3,Money Heist,2022-01-04,2021-09-26
Films (Non-English),1,2420000,null,10,Valentina's Wedding,2022-03-09,2022-03-06
TV (Non-English),1,24990000,Dark Desire: Season 1,5,Dark Desire,2022-02-08,2022-02-06
TV (English),2,25520000,The Good Doctor: Season 1,4,The Good Doctor,2022-01-04,2021-07-25
Films (Non-English),3,2940000,null,6,The Father Who Moves Mountains,2022-01-04,2021-10-03
Films (Non-English),1,2500000,null,8,My Wonderful Life,2022-03-09,2022-03-06
Films (Non-English),2,6060000,null,3,Grudge,2022-01-04,2021-10-17
Films (Non-English),4,1560000,null,7,El infierno,2022-01-04,2021-08-29
TV (Non-English),3,11500000,AlRawabi School for Girls: Limited Series,3,AlRawabi School for Girls,2022-01-04,2021-08-29
Films (Non-English),3,5660000,null,3,Yara,2022-01-04,2021-11-21
Films (English),1,90860000,null,1,The Kissing Booth 3,2022-01-04,2021-08-15
Films (Non-English),2,5790000,null,2,Out of my league,2022-01-04,2021-08-29
Films (English),2,11840000,null,5,Riverdance: The Animated Adventure,2022-01-25,2022-01-23
Films (Non-English),2,1400000,null,9,Rogue City,2022-02-01,2022-01-30
Films (Non-English),1,5340000,null,3,Rurouni Kenshin: The Final,2022-01-04,2021-07-04
Films (English),1,8030000,null,6,Ride Along 2,2022-01-04,2021-10-10
TV (Non-English),1,13770000,Love Is Blind: Brazil: Season 1,7,Love Is Blind: Brazil,2022-01-04,2021-10-17
Films (Non-English),1,6520000,null,4,In for a Murder,2022-01-04,2021-10-24
TV (Non-English),3,11990000,The King's Affection: Season 1,6,The King's Affection,2022-01-04,2021-11-07
TV (Non-English),5,12970000,The Queen of Flow: Season 1,5,The Queen of Flow,2022-01-04,2021-12-19
Films (English),1,8750000,null,7,Dora and the Lost City of Gold,2022-02-15,2022-02-13
Films (Non-English),1,6940000,null,3,1000 Miles from Christmas,2022-01-04,2021-12-26
Films (Non-English),2,5960000,null,4,The 8th Night,2022-01-04,2021-07-11
Films (English),1,6250000,null,7,Hotel Transylvania 3: Summer Vacation,2022-01-04,2021-08-08
Films (English),2,6930000,null,8,Safe House,2022-01-04,2021-09-26
Films (English),1,5840000,null,8,Dead Man Down,2022-01-04,2021-08-08
TV (English),5,17990000,Ozark: Season 4 Part 1,4,Ozark,2022-02-22,2022-02-20
TV (English),2,23520000,Raising Dion: Season 1,5,Raising Dion,2022-02-15,2022-02-13
TV (English),2,160420000,Sex Education: Season 3,1,Sex Education,2022-01-04,2021-09-26
Films (English),1,7420000,null,8,Downfall: The Case Against Boeing,2022-02-22,2022-02-20
TV (English),3,29660000,Arcane: Season 1,4,Arcane,2022-01-04,2021-11-28
Films (Non-English),1,1580000,null,5,Forgotten We'll Be,2022-01-04,2021-09-26
TV (Non-English),1,11620000,Jaguar: Season 1,7,Jaguar,2022-01-04,2021-09-26
Films (Non-English),5,1400000,null,9,Confessions of an Invisible Girl,2022-01-04,2021-10-24
TV (English),2,10990000,CoComelon: Season 3,9,CoComelon,2022-01-04,2021-08-22
Films (English),1,4890000,null,10,The Mitchells vs. The Machines,2022-01-04,2021-07-04
TV (Non-English),3,13930000,Carinha de Anjo: Season 1,6,Carinha de Anjo,2022-01-04,2021-10-24
TV (Non-English),1,10530000,Elite: Season 1,6,Elite,2022-01-04,2021-07-04
Films (Non-English),1,2460000,null,4,Looop Lapeta,2022-02-08,2022-02-06
TV (English),6,15500000,Sex/Life: Season 1,8,Sex/Life,2022-01-04,2021-08-08
Films (English),4,9780000,null,10,Love Hard,2022-01-04,2021-11-28
TV (Non-English),3,23840000,The Snitch Cartel: Origins: Season 1,1,The Snitch Cartel: Origins,2022-01-04,2021-08-15
Films (Non-English),1,17330000,null,1,Black Island,2022-01-04,2021-08-22
Films (Non-English),2,1830000,null,10,Sin Nombre,2022-01-18,2022-01-16
TV (English),1,12800000,Sophie: A Murder in West Cork: Limited Series,8,Sophie: A Murder in West Cork,2022-01-04,2021-07-04
Films (English),2,8040000,null,7,Schumacher,2022-01-04,2021-09-26
Films (English),1,20080000,null,1,Fear Street Part 3: 1666,2022-01-04,2021-07-18
TV (Non-English),1,13980000,JoJo's Bizarre Adventure: STONE OCEAN,8,JoJo's Bizarre Adventure,2022-01-04,2021-12-05
TV (Non-English),14,10690000,Carinha de Anjo: Season 1,7,Carinha de Anjo,2022-01-25,2022-01-23
TV (English),3,12160000,True Story: Limited Series,9,True Story,2022-01-04,2021-12-12
TV (English),1,28150000,Narcos: Mexico: Season 3,5,Narcos: Mexico,2022-01-04,2021-11-07
Films (Non-English),1,1530000,null,7,Love of My Loves,2022-01-04,2021-09-12
TV (English),6,18580000,The Witcher: Season 1,8,The Witcher,2022-01-18,2022-01-16
TV (English),6,10430000,The Good Doctor: Season 1,10,The Good Doctor,2022-01-04,2021-08-22
Films (English),2,23870000,null,3,Beckett,2022-01-04,2021-08-22
Films (Non-English),1,8250000,null,3,Chernobyl 1986,2022-01-04,2021-07-25
Films (English),1,10870000,null,4,The Vault,2022-01-04,2021-08-08
Films (Non-English),2,5090000,null,3,The Secret Diary of an Exchange Student,2022-01-04,2021-08-29
Films (Non-English),2,5570000,null,7,Chernobyl 1986,2022-01-04,2021-08-01
Films (English),2,6920000,null,9,Transformers: The Last Knight,2022-01-04,2021-11-14
Films (English),3,5330000,null,10,Mother/Android,2022-01-25,2022-01-23
TV (Non-English),13,18170000,Squid Game: Season 1,4,Squid Game,2022-01-04,2021-12-12
Films (Non-English),2,25800000,null,1,The Forgotten Battle,2022-01-04,2021-10-24
TV (Non-English),4,49990000,The Queen of Flow: Season 2,2,The Queen of Flow,2022-01-04,2021-12-12
Films (English),2,37050000,null,2,Vivo,2022-01-04,2021-08-15
Films (English),1,4770000,null,10,Knight and Day,2022-01-04,2021-10-17
TV (English),1,19910000,PAW Patrol: Season 6,6,PAW Patrol,2022-01-04,2021-10-10
Films (Non-English),1,2610000,null,5,O Candidato Honesto 2,2022-01-04,2021-09-19
Films (English),1,7940000,null,8,The Christmas Chronicles,2022-01-04,2021-12-05
TV (Non-English),5,38860000,All of Us Are Dead: Season 1,1,All of Us Are Dead,2022-03-01,2022-02-27
TV (English),9,20760000,Manifest: Season 1,8,Manifest,2022-01-25,2022-01-23
TV (Non-English),3,13340000,Daughter From Another Mother: Season 2,10,Daughter From Another Mother,2022-01-11,2022-01-09
Films (English),1,14340000,null,3,Despicable Me 2,2022-02-08,2022-02-06
TV (English),2,20070000,Manifest: Season 2,7,Manifest,2022-01-04,2021-07-11
TV (English),2,56490000,Locke & Key: Season 2,3,Locke & Key,2022-01-04,2021-10-31
Films (Non-English),2,3440000,null,7,Shiny_Flakes: The Teenage Drug Lord,2022-01-04,2021-08-15
TV (Non-English),6,11530000,The Snitch Cartel: Origins: Season 1,5,The Snitch Cartel: Origins,2022-01-04,2021-09-05
Films (English),1,6760000,null,10,Jumanji: The Next Level,2022-01-04,2021-11-14
Films (English),1,24620000,null,2,Hypnotic,2022-01-04,2021-10-31
Films (English),3,21960000,null,4,Vivo,2022-01-04,2021-08-22
Films (Non-English),2,1590000,null,9,Der Fall Collini,2022-01-04,2021-11-14
TV (English),2,91980000,Emily in Paris: Season 2,3,Emily in Paris,2022-01-04,2022-01-02
Films (English),1,9960000,null,10,The Longest Yard,2022-01-11,2022-01-09
Films (English),1,6200000,null,10,Monte Carlo,2022-01-04,2021-09-12
Films (Non-English),5,1270000,null,8,How I Fell in Love with a Gangster,2022-02-08,2022-02-06
TV (English),1,22030000,Sex Education: Season 2,6,Sex Education,2022-01-04,2021-09-26
TV (English),1,15930000,CoComelon: Season 4,8,CoComelon,2022-01-04,2021-10-24
Films (Non-English),3,2970000,null,10,Green Snake,2022-01-04,2021-12-19
Films (Non-English),3,2250000,null,10,Shiny_Flakes: The Teenage Drug Lord,2022-01-04,2021-08-22
Films (Non-English),1,4100000,null,5,Dynasty Warriors,2022-01-04,2021-07-04
TV (English),6,13210000,Clickbait: Limited Series,9,Clickbait,2022-01-04,2021-10-03
TV (English),1,17090000,Disenchantment: Part 4,9,Disenchantment,2022-02-15,2022-02-13
Films (English),2,7330000,null,8,Abominable,2022-03-01,2022-02-27
TV (English),2,45080000,Outer Banks: Season 1,2,Outer Banks,2022-01-04,2021-08-08
Films (Non-English),3,2650000,null,8,El infierno,2022-01-04,2021-08-22
Films (English),3,9560000,null,9,The Kissing Booth 3,2022-01-04,2021-08-29
TV (Non-English),10,13050000,The King's Affection: Season 1,6,The King's Affection,2022-01-04,2021-12-26
Films (Non-English),4,1910000,null,8,Friendzone,2022-01-04,2021-10-24
TV (Non-English),2,10710000,El marginal: Season 4,9,El marginal,2022-02-01,2022-01-30
TV (Non-English),3,59460000,The Queen of Flow: Season 2,2,The Queen of Flow,2022-01-04,2021-12-05
TV (Non-English),2,9420000,Somos.: Season 1,10,Somos.,2022-01-04,2021-07-11
Films (English),5,6890000,null,9,Despicable Me 2,2022-03-09,2022-03-06
TV (Non-English),1,39460000,The Five Juanas: Season 1,2,The Five Juanas,2022-01-04,2021-10-10
Films (English),1,5780000,null,4,A Dog's Journey,2022-01-04,2021-10-24
TV (Non-English),5,14250000,Money Heist: Part 5,7,Money Heist,2022-01-04,2021-10-03
Films (Non-English),2,2440000,null,9,Looop Lapeta,2022-02-15,2022-02-13
Films (Non-English),2,4580000,null,6,The Guide to the Perfect Family,2022-01-04,2021-07-25
Films (Non-English),7,2080000,null,4,Blood Red Sky,2022-01-04,2021-09-05
TV (Non-English),2,14870000,Hometown Cha-Cha-Cha: Season 1,5,Hometown Cha-Cha-Cha,2022-01-04,2021-09-12
TV (English),3,12760000,Sex Education: Season 2,9,Sex Education,2022-01-04,2021-10-10
Films (English),2,17440000,null,3,Texas Chainsaw Massacre,2022-03-01,2022-02-27
Films (Non-English),2,1430000,null,10,Doctor (Tamil),2022-01-04,2021-11-14
TV (Non-English),11,25730000,Squid Game: Season 1,3,Squid Game,2022-01-04,2021-11-28
TV (English),1,14350000,The Circle: Season 3,8,The Circle,2022-01-04,2021-09-19
TV (Non-English),10,7870000,null,10,Carrossel,2022-01-04,2021-09-19
Films (Non-English),1,2540000,null,5,Forever Rich,2022-01-04,2021-10-10
Films (English),3,20560000,null,4,Army of Thieves,2022-01-04,2021-11-14
Films (Non-English),1,1870000,null,8,Tudo por um Pop Star,2022-01-04,2021-10-17
Films (English),5,9120000,null,10,A Boy Called Christmas,2022-01-04,2021-12-26
TV (Non-English),10,21200000,The Queen of Flow: Season 2,3,The Queen of Flow,2022-01-25,2022-01-23
Films (English),4,12260000,null,7,Army of Thieves,2022-01-04,2021-11-21
TV (Non-English),16,7520000,Hometown Cha-Cha-Cha: Season 1,10,Hometown Cha-Cha-Cha,2022-01-04,2021-12-19
TV (Non-English),3,12150000,null,4,Carrossel,2022-01-04,2021-07-25
TV (English),4,17430000,Narcos: Mexico: Season 3,6,Narcos: Mexico,2022-01-04,2021-11-28
TV (Non-English),4,13420000,The Seven Deadly Sins: Dragon's Judgement,8,The Seven Deadly Sins,2022-01-04,2021-10-03
TV (Non-English),5,28330000,Hometown Cha-Cha-Cha: Season 1,3,Hometown Cha-Cha-Cha,2022-01-04,2021-10-03
Films (Non-English),2,9860000,null,2,How I Became a Superhero,2022-01-04,2021-07-18
TV (Non-English),3,22380000,Hellbound: Season 1,3,Hellbound,2022-01-04,2021-12-05
TV (English),1,63520000,On My Block: Season 4,2,On My Block,2022-01-04,2021-10-10
Films (Non-English),1,13440000,null,1,Prey,2022-01-04,2021-09-12
TV (English),1,15350000,Pokémon Journeys: The Series: Season 1,7,Pokémon Journeys: The Series,2022-01-04,2021-07-04
TV (English),1,21640000,Sweet Magnolias: Season 1,8,Sweet Magnolias,2022-02-15,2022-02-13
Films (English),2,23480000,null,2,Resort to Love,2022-01-04,2021-08-08
Films (English),6,8710000,null,7,Back to the Outback,2022-01-18,2022-01-16
Films (Non-English),3,1370000,null,7,Amandla,2022-02-08,2022-02-06
TV (English),1,12320000,Space Force: Season 2,8,Space Force,2022-03-01,2022-02-27
TV (English),4,11040000,The Woman in the House Across the Street from the Girl in the Window: Season 1,10,The Woman in the House Across the Street from the Girl in the Window,2022-02-22,2022-02-20
Films (Non-English),1,4650000,null,4,The Seven Deadly Sins: Cursed by Light,2022-01-04,2021-10-03
